# parameters
version_bit_string:13816762181795971082,seed:5489,burn_in:100000,num_iter:1000000,stats_thin:1000,block_penalty:50,prior_rate_mean:1,window_size:50,partition_length:4001,overlap_length:200,pade_resolution:10,pade_max:1000,max_lk_start:0.001,max_lk_resolution:0.001,num_snps:5916,num_snp_partitions:1,num_samps:1000
#left_snp right_snp mean p0.025 p0.500 p0.975
2066 2068 4.3980e-05 1.8192e-06 4.9667e-05 1.1170e-04
2068 2268 4.3980e-05 1.8192e-06 4.9667e-05 1.1170e-04
2268 2412 4.3980e-05 1.8192e-06 4.9667e-05 1.1170e-04
2412 2495 4.3980e-05 1.8192e-06 4.9667e-05 1.1170e-04
2495 2496 4.3980e-05 1.8192e-06 4.9667e-05 1.1170e-04
2496 2551 4.3980e-05 1.8192e-06 4.9667e-05 1.1170e-04
2551 2591 4.3980e-05 1.8192e-06 4.9667e-05 1.1170e-04
2591 2621 4.3980e-05 1.8192e-06 4.9667e-05 1.1170e-04
2621 2668 4.3980e-05 1.8192e-06 4.9667e-05 1.1170e-04
2668 2669 4.3980e-05 1.8192e-06 4.9667e-05 1.1170e-04
2669 2672 4.3980e-05 1.8192e-06 4.9667e-05 1.1170e-04
2672 2723 4.3980e-05 1.8192e-06 4.9667e-05 1.1170e-04
2723 2726 4.3980e-05 1.8192e-06 4.9667e-05 1.1170e-04
2726 2736 4.3980e-05 1.8192e-06 4.9667e-05 1.1170e-04
2736 2824 4.3980e-05 1.8192e-06 4.9667e-05 1.1170e-04
2824 2952 4.3980e-05 1.8192e-06 4.9667e-05 1.1170e-04
2952 3185 4.3980e-05 1.8192e-06 4.9667e-05 1.1170e-04
3185 3193 1.1844e-04 2.0197e-06 5.0286e-05 2.5879e-03
3193 3223 2.1691e-04 2.1862e-06 5.1876e-05 2.9340e-03
3223 3237 1.6011e-03 7.8590e-06 2.6321e-03 3.4692e-03
3237 3554 3.0164e-03 2.5227e-03 3.0363e-03 3.6272e-03
3554 3606 3.0858e-03 2.6106e-03 3.0475e-03 3.7230e-03
3606 3634 3.0858e-03 2.6106e-03 3.0475e-03 3.7230e-03
3634 3642 3.0858e-03 2.6106e-03 3.0475e-03 3.7230e-03
3642 3659 3.0858e-03 2.6106e-03 3.0475e-03 3.7230e-03
3659 3661 3.0858e-03 2.6106e-03 3.0475e-03 3.7230e-03
3661 3668 3.0858e-03 2.6106e-03 3.0475e-03 3.7230e-03
3668 3670 3.0858e-03 2.6106e-03 3.0475e-03 3.7230e-03
3670 3769 3.0858e-03 2.6106e-03 3.0475e-03 3.7230e-03
3769 3770 3.0858e-03 2.6106e-03 3.0475e-03 3.7230e-03
3770 3813 3.0858e-03 2.6106e-03 3.0475e-03 3.7230e-03
3813 3917 3.0858e-03 2.6106e-03 3.0475e-03 3.7230e-03
3917 3935 3.0858e-03 2.6106e-03 3.0475e-03 3.7230e-03
3935 3979 3.0858e-03 2.6106e-03 3.0475e-03 3.7230e-03
3979 3995 3.0858e-03 2.6106e-03 3.0475e-03 3.7230e-03
3995 3999 3.0858e-03 2.6106e-03 3.0475e-03 3.7230e-03
3999 4034 3.0858e-03 2.6106e-03 3.0475e-03 3.7230e-03
4034 4042 3.0858e-03 2.6106e-03 3.0475e-03 3.7230e-03
4042 4048 3.0858e-03 2.6106e-03 3.0475e-03 3.7230e-03
4048 4079 3.0858e-03 2.6106e-03 3.0475e-03 3.7230e-03
4079 4088 3.0858e-03 2.6106e-03 3.0475e-03 3.7230e-03
4088 4094 3.0858e-03 2.6106e-03 3.0475e-03 3.7230e-03
4094 4132 3.0858e-03 2.6106e-03 3.0475e-03 3.7230e-03
4132 4153 3.0858e-03 2.6106e-03 3.0475e-03 3.7230e-03
4153 4163 3.0858e-03 2.6106e-03 3.0475e-03 3.7230e-03
4163 4187 3.0858e-03 2.6106e-03 3.0475e-03 3.7230e-03
4187 4200 3.0858e-03 2.6106e-03 3.0475e-03 3.7230e-03
4200 4227 3.0858e-03 2.6106e-03 3.0475e-03 3.7230e-03
4227 4257 3.0858e-03 2.6106e-03 3.0475e-03 3.7230e-03
4257 4281 3.0858e-03 2.6106e-03 3.0475e-03 3.7230e-03
4281 4453 3.0858e-03 2.6106e-03 3.0475e-03 3.7230e-03
4453 4578 3.0858e-03 2.6106e-03 3.0475e-03 3.7230e-03
4578 4712 3.0858e-03 2.6106e-03 3.0475e-03 3.7230e-03
4712 4724 2.0269e-03 8.1177e-05 2.8880e-03 3.6099e-03
4724 4728 8.7332e-04 7.3379e-05 1.2895e-04 3.4177e-03
4728 4793 1.2215e-04 7.2607e-05 1.2726e-04 1.3977e-04
4793 4931 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
4931 4949 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
4949 4980 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
4980 5094 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
5094 5100 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
5100 5127 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
5127 5137 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
5137 5138 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
5138 5143 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
5143 5155 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
5155 5169 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
5169 5278 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
5278 5280 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
5280 5287 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
5287 5288 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
5288 5370 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
5370 5512 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
5512 5522 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
5522 5538 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
5538 5580 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
5580 5586 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
5586 5589 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
5589 5644 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
5644 5660 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
5660 5678 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
5678 5689 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
5689 5721 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
5721 5724 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
5724 5814 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
5814 5843 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
5843 5912 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
5912 5933 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
5933 6102 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
6102 6147 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
6147 6384 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
6384 6393 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
6393 6645 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
6645 6664 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
6664 6686 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
6686 6712 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
6712 6720 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
6720 6721 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
6721 6722 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
6722 6725 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
6725 6728 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
6728 6764 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
6764 6773 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
6773 6784 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
6784 6886 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
6886 6902 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
6902 6953 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
6953 6962 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
6962 7025 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
7025 7068 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
7068 7094 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
7094 7111 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
7111 7259 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
7259 7265 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
7265 7275 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
7275 7300 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
7300 7323 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
7323 7367 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
7367 7410 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
7410 7414 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
7414 7469 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
7469 7480 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
7480 7650 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
7650 7693 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
7693 7700 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
7700 7702 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
7702 7703 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
7703 7862 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
7862 8121 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
8121 8131 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
8131 8163 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
8163 8220 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
8220 8319 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
8319 8391 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
8391 8452 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
8452 8462 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
8462 8469 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
8469 8511 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
8511 8596 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
8596 8613 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
8613 8692 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
8692 8746 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
8746 8749 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
8749 8816 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
8816 8902 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
8902 8907 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
8907 8922 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
8922 8928 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
8928 8946 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
8946 8947 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
8947 9237 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
9237 9279 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
9279 9280 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
9280 9298 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
9298 9315 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
9315 9337 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
9337 9493 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
9493 9537 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
9537 9548 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
9548 9551 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
9551 9574 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
9574 9593 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
9593 9637 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
9637 9644 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
9644 9650 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
9650 9681 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
9681 9692 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
9692 9729 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
9729 9774 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
9774 9790 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
9790 9872 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
9872 9897 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
9897 9930 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
9930 9949 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
9949 9950 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
9950 10261 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
10261 10415 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
10415 10428 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
10428 10439 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
10439 10445 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
10445 10472 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
10472 10477 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
10477 10483 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
10483 10500 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
10500 10509 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
10509 10543 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
10543 10550 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
10550 10556 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
10556 10557 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
10557 10558 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
10558 10579 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
10579 10595 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
10595 10614 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
10614 10616 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
10616 10645 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
10645 10670 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
10670 10675 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
10675 10682 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
10682 10872 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
10872 10877 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
10877 10917 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
10917 10922 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
10922 10925 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
10925 10954 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
10954 10959 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
10959 10977 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
10977 11067 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
11067 11200 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
11200 11289 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
11289 11332 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
11332 11356 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
11356 11371 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
11371 11381 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
11381 11382 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
11382 11384 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
11384 11397 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
11397 11411 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
11411 11478 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
11478 11506 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
11506 11542 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
11542 11545 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
11545 11559 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
11559 11561 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
11561 11581 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
11581 11590 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
11590 11617 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
11617 11656 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
11656 11657 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
11657 11660 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
11660 11682 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
11682 11684 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
11684 11698 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
11698 11700 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
11700 11722 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
11722 11733 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
11733 11744 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
11744 11752 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
11752 11753 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
11753 11760 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
11760 11765 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
11765 11780 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
11780 11813 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
11813 11831 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
11831 11837 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
11837 11843 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
11843 11902 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
11902 11916 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
11916 11917 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
11917 11919 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
11919 11942 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
11942 11948 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
11948 12039 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
12039 12041 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
12041 12296 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
12296 12401 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
12401 12427 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
12427 12438 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
12438 12445 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
12445 12465 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
12465 12483 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
12483 12484 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
12484 12500 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
12500 12507 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
12507 12523 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
12523 12529 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
12529 12541 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
12541 12542 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
12542 12630 1.2052e-04 7.2607e-05 1.2726e-04 1.3977e-04
12630 12635 1.2182e-04 7.2607e-05 1.2726e-04 1.3997e-04
12635 12657 1.2413e-04 7.2607e-05 1.2726e-04 1.4000e-04
12657 12675 1.2459e-04 7.2607e-05 1.2726e-04 1.4000e-04
12675 12699 1.2916e-04 7.2607e-05 1.2728e-04 1.4047e-04
12699 12700 1.3970e-04 7.2607e-05 1.2729e-04 1.4553e-04
12700 12708 1.4886e-04 7.2626e-05 1.2733e-04 8.6494e-04
12708 12712 1.5919e-04 7.2626e-05 1.2742e-04 8.9241e-04
12712 12727 1.7109e-04 7.2659e-05 1.2747e-04 9.0011e-04
12727 12755 1.7465e-04 7.2659e-05 1.2748e-04 9.0225e-04
12755 12760 2.1568e-04 7.3210e-05 1.2777e-04 9.1358e-04
12760 12764 2.8572e-04 7.3379e-05 1.2884e-04 9.1758e-04
12764 12798 3.7995e-04 7.3613e-05 1.3008e-04 9.2933e-04
12798 12799 4.5192e-04 7.3844e-05 1.3239e-04 9.3999e-04
12799 12800 6.1137e-04 7.4925e-05 8.1063e-04 9.4648e-04
12800 12857 7.0553e-04 8.0887e-05 8.8032e-04 9.4807e-04
12857 12872 7.3339e-04 9.0119e-05 8.8627e-04 9.5681e-04
12872 12898 7.7126e-04 1.0450e-04 8.9149e-04 9.5681e-04
12898 12907 7.9986e-04 1.2442e-04 8.9375e-04 9.5799e-04
12907 12919 8.4028e-04 1.2847e-04 8.9764e-04 9.6201e-04
12919 12947 8.5535e-04 1.3123e-04 8.9817e-04 9.6506e-04
12947 12969 8.5535e-04 1.3123e-04 8.9817e-04 9.6506e-04
12969 12984 8.5535e-04 1.3123e-04 8.9817e-04 9.6506e-04
12984 12997 8.5535e-04 1.3123e-04 8.9817e-04 9.6506e-04
12997 13007 8.5535e-04 1.3123e-04 8.9817e-04 9.6506e-04
13007 13008 8.5535e-04 1.3123e-04 8.9817e-04 9.6506e-04
13008 13009 8.5535e-04 1.3123e-04 8.9817e-04 9.6506e-04
13009 13012 8.5535e-04 1.3123e-04 8.9817e-04 9.6506e-04
13012 13014 8.5535e-04 1.3123e-04 8.9817e-04 9.6506e-04
13014 13043 8.5535e-04 1.3123e-04 8.9817e-04 9.6506e-04
13043 13059 8.5535e-04 1.3123e-04 8.9817e-04 9.6506e-04
13059 13137 8.5535e-04 1.3123e-04 8.9817e-04 9.6506e-04
13137 13148 8.5620e-04 1.3123e-04 8.9817e-04 9.6506e-04
13148 13158 8.5620e-04 1.3123e-04 8.9817e-04 9.6506e-04
13158 13161 8.5620e-04 1.3123e-04 8.9817e-04 9.6506e-04
13161 13164 8.5620e-04 1.3123e-04 8.9817e-04 9.6506e-04
13164 13284 8.5620e-04 1.3123e-04 8.9817e-04 9.6506e-04
13284 13326 8.5620e-04 1.3123e-04 8.9817e-04 9.6506e-04
13326 13347 8.5620e-04 1.3123e-04 8.9817e-04 9.6506e-04
13347 13389 8.5620e-04 1.3123e-04 8.9817e-04 9.6506e-04
13389 13419 8.5620e-04 1.3123e-04 8.9817e-04 9.6506e-04
13419 13541 8.5637e-04 1.3138e-04 8.9822e-04 9.6515e-04
13541 13547 8.6545e-04 1.3619e-04 8.9887e-04 9.7889e-04
13547 13600 8.9079e-04 7.3134e-04 9.0138e-04 1.1467e-03
13600 13607 8.9281e-04 7.3291e-04 9.0143e-04 1.1470e-03
13607 13612 8.9281e-04 7.3291e-04 9.0143e-04 1.1470e-03
13612 13615 8.9281e-04 7.3291e-04 9.0143e-04 1.1470e-03
