# parameters
version_bit_string:13816762181795971082,seed:5489,burn_in:100000,num_iter:1000000,stats_thin:1000,block_penalty:50,prior_rate_mean:1,window_size:50,partition_length:4001,overlap_length:200,pade_resolution:10,pade_max:1000,max_lk_start:0.001,max_lk_resolution:0.001,num_snps:4343,num_snp_partitions:1,num_samps:1000
#left_snp right_snp mean p0.025 p0.500 p0.975
2276 2446 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
2446 2503 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
2503 2504 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
2504 2559 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
2559 2578 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
2578 2603 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
2603 2646 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
2646 2658 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
2658 2660 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
2660 2715 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
2715 2957 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
2957 2990 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
2990 3000 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
3000 3033 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
3033 3040 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
3040 3041 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
3041 3044 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
3044 3096 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
3096 3099 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
3099 3137 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
3137 3195 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
3195 3198 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
3198 3261 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
3261 3276 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
3276 3284 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
3284 3312 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
3312 3319 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
3319 3412 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
3412 3464 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
3464 3469 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
3469 3477 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
3477 3500 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
3500 3525 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
3525 4175 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
4175 4270 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
4270 4743 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
4743 4755 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
4755 4806 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
4806 5354 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
5354 5369 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
5369 5395 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
5395 5418 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
5418 5419 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
5419 5535 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
5535 5581 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
5581 5671 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
5671 5700 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
5700 5718 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
5718 5766 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
5766 5781 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
5781 6297 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
6297 6321 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
6321 6326 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
6326 6330 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
6330 6546 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
6546 6558 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
6558 6562 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
6562 6577 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
6577 6599 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
6599 6603 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
6603 6615 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
6615 6625 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
6625 6626 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
6626 6633 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
6633 6634 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
6634 6635 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
6635 6638 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
6638 6641 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
6641 6678 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
6678 6687 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
6687 6695 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
6695 6699 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
6699 6811 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
6811 6825 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
6825 6898 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
6898 6904 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
6904 7134 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
7134 7140 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
7140 7150 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
7150 7157 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
7157 7159 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
7159 7175 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
7175 7198 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
7198 7880 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
7880 7917 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
7917 7918 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
7918 7940 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
7940 7944 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
7944 7952 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
7952 8019 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
8019 8029 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
8029 8033 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
8033 8111 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
8111 8114 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
8114 8124 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
8124 8152 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
8152 8191 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
8191 8200 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
8200 8267 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
8267 8279 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
8279 8285 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
8285 8297 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
8297 8300 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
8300 8306 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
8306 8355 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
8355 8397 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
8397 8405 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
8405 8476 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
8476 8508 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
8508 8520 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
8520 8521 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
8521 8523 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
8523 8739 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
8739 8742 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
8742 8774 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
8774 8775 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
8775 8786 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
8786 8810 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
8810 8816 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
8816 8842 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
8842 8868 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
8868 8885 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
8885 8887 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
8887 8889 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
8889 8914 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
8914 8925 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
8925 8952 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
8952 8954 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
8954 8974 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
8974 8988 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
8988 8991 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
8991 9008 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
9008 9010 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
9010 9016 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
9016 9017 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
9017 9026 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
9026 9028 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
9028 9035 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
9035 9041 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
9041 9043 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
9043 9045 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
9045 9048 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
9048 9052 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
9052 9053 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
9053 9064 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
9064 9074 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
9074 9110 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
9110 9131 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
9131 9145 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
9145 9147 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
9147 9156 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
9156 9169 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
9169 9186 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
9186 9187 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
9187 9202 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
9202 9208 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
9208 9211 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
9211 9240 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
9240 9284 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
9284 9294 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
9294 9295 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
9295 9330 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
9330 9340 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
9340 9350 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
9350 9384 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
9384 9391 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
9391 9397 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
9397 9428 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
9428 9439 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
9439 9476 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
9476 9499 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
9499 9510 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
9510 9620 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
9620 9631 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
9631 10163 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
10163 10176 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
10176 10187 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
10187 10220 5.8602e-05 5.7168e-05 5.8058e-05 6.2026e-05
10220 10225 1.1568e-04 5.7169e-05 5.8099e-05 1.9346e-03
10225 10241 2.2916e-04 5.7194e-05 5.8137e-05 2.2339e-03
10241 10248 2.0387e-03 5.7360e-05 2.4573e-03 3.0926e-03
10248 10250 2.3004e-03 5.7827e-05 2.4940e-03 3.1251e-03
10250 10275 2.5702e-03 2.0245e-03 2.5215e-03 3.1753e-03
10275 10277 2.5741e-03 2.0292e-03 2.5219e-03 3.1753e-03
10277 10295 2.5786e-03 2.0523e-03 2.5225e-03 3.1753e-03
10295 10302 2.5786e-03 2.0523e-03 2.5225e-03 3.1753e-03
10302 10308 2.5786e-03 2.0523e-03 2.5225e-03 3.1753e-03
10308 10309 2.5786e-03 2.0523e-03 2.5225e-03 3.1753e-03
10309 10331 2.5786e-03 2.0523e-03 2.5225e-03 3.1753e-03
10331 10347 2.5786e-03 2.0523e-03 2.5225e-03 3.1753e-03
10347 10356 2.5786e-03 2.0523e-03 2.5225e-03 3.1753e-03
10356 10368 2.5786e-03 2.0523e-03 2.5225e-03 3.1753e-03
10368 10371 2.5786e-03 2.0523e-03 2.5225e-03 3.1753e-03
10371 10401 2.5786e-03 2.0523e-03 2.5225e-03 3.1753e-03
10401 10438 2.5786e-03 2.0523e-03 2.5225e-03 3.1753e-03
10438 10439 2.5786e-03 2.0523e-03 2.5225e-03 3.1753e-03
10439 10629 2.5786e-03 2.0523e-03 2.5225e-03 3.1753e-03
10629 10634 2.5786e-03 2.0523e-03 2.5225e-03 3.1753e-03
10634 10674 2.5786e-03 2.0523e-03 2.5225e-03 3.1753e-03
10674 10679 2.5786e-03 2.0523e-03 2.5225e-03 3.1753e-03
10679 10682 2.5786e-03 2.0523e-03 2.5225e-03 3.1753e-03
10682 10702 2.5786e-03 2.0523e-03 2.5225e-03 3.1753e-03
10702 10711 2.5786e-03 2.0523e-03 2.5225e-03 3.1753e-03
10711 10714 2.5786e-03 2.0523e-03 2.5225e-03 3.1753e-03
10714 10716 2.5786e-03 2.0523e-03 2.5225e-03 3.1753e-03
10716 10721 2.5786e-03 2.0523e-03 2.5225e-03 3.1753e-03
10721 10723 2.5786e-03 2.0523e-03 2.5225e-03 3.1753e-03
10723 10726 2.5786e-03 2.0523e-03 2.5225e-03 3.1753e-03
10726 10734 2.5786e-03 2.0523e-03 2.5225e-03 3.1753e-03
10734 10744 2.5786e-03 2.0523e-03 2.5225e-03 3.1753e-03
10744 10747 2.5786e-03 2.0523e-03 2.5225e-03 3.1753e-03
10747 10764 2.5786e-03 2.0523e-03 2.5225e-03 3.1753e-03
10764 10781 2.5786e-03 2.0523e-03 2.5225e-03 3.1753e-03
10781 10783 2.5786e-03 2.0523e-03 2.5225e-03 3.1753e-03
10783 10797 2.5786e-03 2.0523e-03 2.5225e-03 3.1753e-03
10797 10849 2.5786e-03 2.0523e-03 2.5225e-03 3.1753e-03
10849 10982 2.5786e-03 2.0523e-03 2.5225e-03 3.1753e-03
10982 11084 2.5232e-03 1.9341e-03 2.5163e-03 3.1648e-03
11084 11098 2.2878e-03 1.1601e-04 2.4929e-03 3.1632e-03
11098 11101 1.1583e-03 1.1438e-04 1.7187e-04 3.0056e-03
11101 11154 4.3141e-04 1.1409e-04 1.6966e-04 2.5946e-03
11154 11167 3.4850e-04 1.1409e-04 1.6949e-04 2.5245e-03
11167 11169 3.0773e-04 1.1409e-04 1.6941e-04 2.4945e-03
11169 11179 2.3195e-04 1.1405e-04 1.6929e-04 2.2634e-03
11179 11180 1.9269e-04 1.1404e-04 1.6926e-04 1.7779e-04
11180 11183 1.8462e-04 1.1401e-04 1.6925e-04 1.7713e-04
11183 11293 1.4637e-04 1.1401e-04 1.6910e-04 1.7478e-04
11293 11335 1.4637e-04 1.1401e-04 1.6910e-04 1.7478e-04
11335 11338 1.4637e-04 1.1401e-04 1.6910e-04 1.7478e-04
11338 11344 1.4637e-04 1.1401e-04 1.6910e-04 1.7478e-04
11344 11356 1.4637e-04 1.1401e-04 1.6910e-04 1.7478e-04
11356 11376 1.4637e-04 1.1401e-04 1.6910e-04 1.7478e-04
11376 11380 1.4637e-04 1.1401e-04 1.6910e-04 1.7478e-04
11380 11420 1.4637e-04 1.1401e-04 1.6910e-04 1.7478e-04
11420 11470 1.4637e-04 1.1401e-04 1.6910e-04 1.7478e-04
11470 11485 1.4637e-04 1.1401e-04 1.6910e-04 1.7478e-04
11485 11486 1.4637e-04 1.1401e-04 1.6910e-04 1.7478e-04
11486 11487 1.4637e-04 1.1401e-04 1.6910e-04 1.7478e-04
11487 11495 1.4637e-04 1.1401e-04 1.6910e-04 1.7478e-04
11495 11499 1.4637e-04 1.1401e-04 1.6910e-04 1.7478e-04
11499 11516 1.4637e-04 1.1401e-04 1.6910e-04 1.7478e-04
11516 11563 1.4637e-04 1.1401e-04 1.6910e-04 1.7478e-04
11563 11574 1.4637e-04 1.1401e-04 1.6910e-04 1.7478e-04
11574 11583 1.4637e-04 1.1401e-04 1.6910e-04 1.7478e-04
11583 11590 1.4637e-04 1.1401e-04 1.6910e-04 1.7478e-04
11590 11599 1.4637e-04 1.1401e-04 1.6910e-04 1.7478e-04
11599 11604 1.4637e-04 1.1401e-04 1.6910e-04 1.7478e-04
11604 11661 1.4637e-04 1.1401e-04 1.6910e-04 1.7478e-04
11661 11669 1.4637e-04 1.1401e-04 1.6910e-04 1.7478e-04
11669 11670 1.4637e-04 1.1401e-04 1.6910e-04 1.7478e-04
11670 11673 1.4637e-04 1.1401e-04 1.6910e-04 1.7478e-04
11673 11691 1.4637e-04 1.1401e-04 1.6910e-04 1.7478e-04
11691 11694 1.4637e-04 1.1401e-04 1.6910e-04 1.7478e-04
11694 11720 1.4637e-04 1.1401e-04 1.6910e-04 1.7478e-04
11720 11735 1.4637e-04 1.1401e-04 1.6910e-04 1.7478e-04
11735 11742 1.4637e-04 1.1401e-04 1.6910e-04 1.7478e-04
11742 11746 1.4637e-04 1.1401e-04 1.6910e-04 1.7478e-04
11746 11748 1.4637e-04 1.1401e-04 1.6910e-04 1.7478e-04
11748 11777 1.4637e-04 1.1401e-04 1.6910e-04 1.7478e-04
11777 11783 1.4637e-04 1.1401e-04 1.6910e-04 1.7478e-04
11783 11797 1.4637e-04 1.1401e-04 1.6910e-04 1.7478e-04
11797 11816 1.4637e-04 1.1401e-04 1.6910e-04 1.7478e-04
11816 11823 1.4637e-04 1.1401e-04 1.6910e-04 1.7478e-04
11823 11824 1.4637e-04 1.1401e-04 1.6910e-04 1.7478e-04
11824 11839 1.4637e-04 1.1401e-04 1.6910e-04 1.7478e-04
11839 11861 1.4637e-04 1.1401e-04 1.6910e-04 1.7478e-04
11861 12035 1.4637e-04 1.1401e-04 1.6910e-04 1.7478e-04
12035 12050 1.4637e-04 1.1401e-04 1.6910e-04 1.7478e-04
12050 12078 1.4637e-04 1.1401e-04 1.6910e-04 1.7478e-04
12078 12086 1.4637e-04 1.1401e-04 1.6910e-04 1.7478e-04
12086 12090 1.4637e-04 1.1401e-04 1.6910e-04 1.7478e-04
12090 12105 1.4637e-04 1.1401e-04 1.6910e-04 1.7478e-04
12105 12133 1.4637e-04 1.1401e-04 1.6910e-04 1.7478e-04
12133 12176 1.4637e-04 1.1401e-04 1.6910e-04 1.7478e-04
12176 12177 1.4637e-04 1.1401e-04 1.6910e-04 1.7478e-04
12177 12235 1.4637e-04 1.1401e-04 1.6910e-04 1.7478e-04
12235 12250 1.4637e-04 1.1401e-04 1.6910e-04 1.7478e-04
12250 12284 1.4637e-04 1.1401e-04 1.6910e-04 1.7478e-04
12284 12294 1.4637e-04 1.1401e-04 1.6910e-04 1.7478e-04
12294 12342 1.4637e-04 1.1401e-04 1.6910e-04 1.7478e-04
12342 12354 1.4637e-04 1.1401e-04 1.6910e-04 1.7478e-04
12354 12361 1.4637e-04 1.1401e-04 1.6910e-04 1.7478e-04
12361 12369 1.4637e-04 1.1401e-04 1.6910e-04 1.7478e-04
12369 12384 1.4637e-04 1.1401e-04 1.6910e-04 1.7478e-04
12384 12389 1.4637e-04 1.1401e-04 1.6910e-04 1.7478e-04
12389 12420 1.4637e-04 1.1401e-04 1.6910e-04 1.7478e-04
12420 12436 1.4637e-04 1.1401e-04 1.6910e-04 1.7478e-04
12436 12507 1.4637e-04 1.1401e-04 1.6910e-04 1.7478e-04
12507 12520 1.4637e-04 1.1401e-04 1.6910e-04 1.7478e-04
12520 12691 1.4637e-04 1.1401e-04 1.6910e-04 1.7478e-04
12691 12812 1.4637e-04 1.1401e-04 1.6910e-04 1.7478e-04
12812 12814 1.4637e-04 1.1401e-04 1.6910e-04 1.7478e-04
12814 12916 1.4637e-04 1.1401e-04 1.6910e-04 1.7478e-04
12916 12974 1.4637e-04 1.1401e-04 1.6910e-04 1.7478e-04
12974 12979 1.4637e-04 1.1401e-04 1.6910e-04 1.7478e-04
12979 12986 1.4637e-04 1.1401e-04 1.6910e-04 1.7478e-04
12986 13000 1.4637e-04 1.1401e-04 1.6910e-04 1.7478e-04
13000 13001 1.4637e-04 1.1401e-04 1.6910e-04 1.7478e-04
13001 13125 1.4637e-04 1.1401e-04 1.6910e-04 1.7478e-04
13125 13136 1.4637e-04 1.1401e-04 1.6910e-04 1.7478e-04
13136 13151 1.4637e-04 1.1401e-04 1.6910e-04 1.7478e-04
13151 13453 1.4637e-04 1.1401e-04 1.6910e-04 1.7478e-04
13453 13496 1.4637e-04 1.1401e-04 1.6910e-04 1.7478e-04
13496 13504 1.4637e-04 1.1401e-04 1.6910e-04 1.7478e-04
13504 13512 1.4637e-04 1.1401e-04 1.6910e-04 1.7478e-04
13512 13529 1.4637e-04 1.1401e-04 1.6910e-04 1.7478e-04
13529 13532 1.4637e-04 1.1401e-04 1.6910e-04 1.7478e-04
13532 13543 1.4637e-04 1.1401e-04 1.6910e-04 1.7478e-04
