start end zns site_count
469000 470000 0.6061775798319341 35
470000 471000 0.8772939130434785 23
471000 472000 0.7182271428571432 15
472000 473000 0.8041600403225795 32
473000 474000 0.6733938359788365 28
474000 475000 0.8855456562137052 42
475000 476000 1.0 50
476000 477000 0 0
477000 478000 0 0
478000 479000 0 0
479000 480000 0 0
480000 481000 0 0
481000 482000 0 0
482000 483000 0 0
483000 484000 0 0
484000 485000 0 0
485000 486000 0 0
486000 487000 0 0
487000 488000 0 0
488000 489000 0 0
489000 490000 0 0
490000 491000 0 0
491000 492000 0 0
492000 493000 0.9889489776631402 571
493000 494000 0.9914718416688971 751
494000 495000 0.9880040076180113 638
495000 496000 0.9947670810393165 204
496000 497000 0 0
497000 498000 0 0
498000 499000 0 0
499000 500000 0 0
500000 501000 0 0
501000 502000 0 0
502000 503000 0 0
503000 504000 0 0
504000 505000 0 0
505000 506000 0 0
506000 507000 0 0
507000 508000 0.9906657821457743 408
508000 509000 0 0
509000 510000 0 0
510000 511000 0 0
511000 512000 0 0
512000 513000 0 0
513000 514000 0 0
514000 515000 0.9103558404558392 27
515000 516000 0 0
516000 517000 0 0
517000 518000 0 0
518000 519000 0.9908343519908315 690
519000 520000 1.0 647
520000 521000 0 0
521000 522000 0 0
522000 523000 0 0
523000 524000 0 0
524000 525000 0.9792207812351688 599
525000 526000 0.9926500000000028 94
526000 527000 0 0
527000 528000 0 0
528000 529000 0.6611279999999998 21
529000 530000 0.9145724194256939 422
530000 531000 0.9834820539021235 683
531000 532000 0.9735637197988792 248
532000 533000 0.9984992873086954 722
533000 534000 0.9992843691148701 531
534000 535000 0 0
535000 536000 0 0
536000 537000 0 0
537000 538000 0 0
538000 539000 0 0
539000 540000 0 0
540000 541000 0 0
541000 542000 0 0
542000 543000 0.9147873684210528 19
543000 544000 1.0 65
544000 545000 0 0
545000 546000 0 0
546000 547000 0 0
547000 548000 0 0
548000 549000 0 0
549000 550000 0 0
550000 551000 0 0
551000 552000 0 0
552000 553000 0 0
553000 554000 0 0
554000 555000 0 0
555000 556000 0 0
556000 557000 0 0
557000 558000 0 0
558000 559000 0 0
559000 560000 0 0
560000 561000 0 0
561000 562000 0.9528570618432953 274
562000 563000 0.9677554319657332 381
563000 564000 0 0
564000 565000 0 0
565000 566000 0 0
566000 567000 0 0
567000 568000 0 0
568000 569000 0 0
569000 570000 0 0
570000 571000 0 0
571000 572000 0 0
572000 573000 0.9240000000000003 5
573000 574000 0.4597979139784952 31
574000 575000 0 0
575000 576000 0 0
576000 577000 0 0
577000 578000 0 0
578000 579000 0 0
579000 580000 0.9859869838837363 406
580000 581000 0.9936488028629613 666
581000 582000 0.9882208963720488 692
582000 583000 0.999025528913979 709
583000 584000 0.9973650883005292 695
584000 585000 0.9883426270899454 680
585000 586000 0.995480684806781 716
586000 587000 0.9943316269232476 697
587000 588000 0.9978066378066222 693
588000 589000 0.9931422959562279 673
589000 590000 0.9936253109642655 720
590000 591000 0.9947150337206867 725
591000 592000 0.9867330817759846 691
592000 593000 0.9945025544852217 589
593000 594000 0.9965719127988824 316
594000 595000 0.7973900000000002 7
595000 596000 0 0
596000 597000 0 0
597000 598000 0 0
598000 599000 0 0
599000 600000 0 0
600000 601000 0.4933333333333333 3
601000 602000 0.6502869230769234 13
602000 603000 0.54777 17
603000 604000 0.9560187500000001 16
604000 605000 0.9542830988894757 62
605000 606000 0.987528752817738 724
606000 607000 0.9938440652960118 707
607000 608000 0.9921984184401903 732
608000 609000 0.9952709160823909 726
609000 610000 0.9976107217431429 767
610000 611000 0.9929011027057953 734
611000 612000 1.0 740
612000 613000 0.9994787379972505 729
613000 614000 0.9936965349748266 736
614000 615000 0.999468531468535 715
615000 616000 0.996123346668341 737
616000 617000 0.9916854809869909 703
617000 618000 0.9927670655733675 709
618000 619000 0.9994857916102783 739
619000 620000 0.9902022846993725 708
620000 621000 0.9952572502917589 682
621000 622000 0.9938157972513135 723
622000 623000 0.9923292866967509 728
623000 624000 0.9934008780667047 707
624000 625000 0.9975539872699842 323
625000 626000 0.9904824840940668 241
626000 627000 0.9901078345343135 653
627000 628000 0.9836527495584692 503
628000 629000 0.9968725079073596 243
629000 630000 0 0
630000 631000 0 0
631000 632000 0 0
632000 633000 0 0
633000 634000 0 0
634000 635000 0 0
635000 636000 0 0
636000 637000 0 0
637000 638000 0 0
638000 639000 0 0
639000 640000 0 0
640000 641000 0 0
641000 642000 0 0
642000 643000 0 0
643000 644000 0 0
644000 645000 0.7719948484848488 12
645000 646000 0.878920253991291 53
646000 647000 0.9849910008302214 220
647000 648000 0.8409107142857144 8
648000 649000 0.9136375000000001 8
649000 650000 0 0
650000 651000 1.0 4
651000 652000 0.9977709569763039 682
652000 653000 0.9933290929686143 708
653000 654000 0.9970203860494707 644
654000 655000 0.9666666666666665 12
655000 656000 0.9946062597125083 352
656000 657000 0.9810685542291464 243
657000 658000 0 0
658000 659000 0 0
659000 660000 0 0
660000 661000 0 0
661000 662000 0 0
662000 663000 0 0
663000 664000 0 0
664000 665000 1.0 2
665000 666000 0.9894002714491716 565
666000 667000 0.9917575113718422 695
667000 668000 0.9887990843684163 711
668000 669000 0.9722686677814975 208
669000 670000 0.7680186666666667 6
670000 671000 0 0
671000 672000 0 0
672000 673000 0 0
673000 674000 0 0
674000 675000 0 0
675000 676000 0 0
676000 677000 0 0
677000 678000 0 0
678000 679000 0 0
679000 680000 0 0
680000 681000 0 0
681000 682000 0 0
682000 683000 0.9737646190858045 87
683000 684000 0.9931948381068452 682
684000 685000 0.9906822502607951 492
685000 686000 0.9891290167080756 516
686000 687000 0.9914125203614018 667
687000 688000 0.9866770752922324 708
688000 689000 0.9985636174636343 481
689000 690000 0 0
690000 691000 0.8181645614035089 19
691000 692000 0.8545466666666667 6
692000 693000 0.9025653846153847 13
693000 694000 0 0
694000 695000 0 0
695000 696000 0.9977230837675122 500
696000 697000 0.9962810022319148 727
697000 698000 0.9971893269230707 416
698000 699000 0.9928387782888448 377
699000 700000 0.991135732365808 594
700000 701000 0.9764705882352938 17
701000 702000 0.9953116526097052 405
702000 703000 0.9752410752056254 185
703000 704000 0.642352 5
704000 705000 0.9701526870301954 290
705000 706000 0.9932240158956263 701
706000 707000 0.9958902412607983 729
707000 708000 0.6716492156862749 18
708000 709000 0.8479413333333329 16
709000 710000 0.8656583333333334 9
710000 711000 1.0 7
711000 712000 0.9935930288629233 698
712000 713000 0.9994508670520169 692
713000 714000 0.9974562731151996 703
714000 715000 0.996467801279055 721
715000 716000 0.997836311989694 716
716000 717000 0.9941149168867939 748
717000 718000 0.9896337356850592 692
718000 719000 0.9958372372777248 703
719000 720000 0.9906635826694231 710
720000 721000 0.9935477605851379 719
721000 722000 0.9990255289139789 709
722000 723000 0.9969421700413297 709
723000 724000 0.9990600000000153 735
724000 725000 0.9962442004625247 728
725000 726000 1.0 58
726000 727000 0.9951132190718003 470
727000 728000 0.9854192218261734 668
728000 729000 0.9886526929408093 502
729000 730000 0 0
730000 731000 0 0
731000 732000 0 0
732000 733000 0 0
733000 734000 1.0 3
734000 735000 0.9508306088757789 179
735000 736000 0.9908028878205413 710
736000 737000 0.9953597838145226 712
737000 738000 0.9480380099502482 135
738000 739000 0.8734185294117643 17
739000 740000 0.8545466666666667 6
740000 741000 0.8869436363636365 11
741000 742000 0 0
742000 743000 0.7094714285714288 7
743000 744000 0.9449282608695653 24
744000 745000 0.6812260683760688 27
745000 746000 0.9745760649350637 56
746000 747000 0 0
747000 748000 0 0
748000 749000 0.9901264554770814 526
749000 750000 0.9905177743473055 544
750000 751000 0.9951792365045947 514
751000 752000 0.9423571200085911 137
752000 753000 0.9932432560495669 703
753000 754000 0.9928743158862445 714
754000 755000 0.9663760888834629 182
755000 756000 0.8272028676470585 17
756000 757000 0.8701309523809524 7
757000 758000 0.8869436363636365 11
758000 759000 0 0
759000 760000 0 0
760000 761000 0.9974582611041513 597
761000 762000 0.9967417793597277 714
762000 763000 0.9983669832402197 716
763000 764000 1.0 11
764000 765000 0.9916259843319706 274
765000 766000 0.9927953541725476 644
766000 767000 0.9880848805081752 534
767000 768000 0.9942487885550761 700
768000 769000 0.9984122748759442 716
769000 770000 0.9847870118756715 425
770000 771000 0.8180011538461538 13
771000 772000 0.8165412865497071 19
772000 773000 0.9953630872483221 149
773000 774000 0.9931042803191538 673
774000 775000 0.9873782324308046 504
775000 776000 0.9489557711442742 135
776000 777000 0.9936628484685531 559
777000 778000 0.9923276210622645 717
778000 779000 0.9846242705927437 433
779000 780000 0.8273927472527473 14
780000 781000 0.816273205128205 13
781000 782000 0.8960384615384616 13
782000 783000 0.8345997487922675 46
783000 784000 0.5270787912087913 14
784000 785000 0.7017192857142857 8
785000 786000 0.9304033333333332 3
786000 787000 0.47465161904761927 15
787000 788000 0.3946812105263155 20
788000 789000 0.3520809356725144 19
789000 790000 0.4817150000000008 28
790000 791000 0.531659710144927 24
791000 792000 0.5120697835497837 22
792000 793000 0.5009896774193541 31
793000 794000 0.5067643361344533 35
794000 795000 0.4389952465986412 49
795000 796000 0.37987273076922956 40
796000 797000 0.4947714285714287 7
797000 798000 0 0
798000 799000 0 0
799000 800000 0 0
800000 801000 0 0
801000 802000 0 0
802000 803000 0 0
803000 804000 0 0
804000 805000 0 0
805000 806000 0 0
806000 807000 0 0
807000 808000 0 0
808000 809000 0 0
809000 810000 0 0
810000 811000 0 0
811000 812000 0 0
812000 813000 0 0
813000 814000 0 0
814000 815000 0 0
815000 816000 0 0
816000 817000 0 0
817000 818000 0.2879383333333333 4
818000 819000 1.0 4
819000 820000 0.9062047619047617 7
820000 821000 0 0
821000 822000 0 0
822000 823000 0.7599310087719311 57
823000 824000 0.47682663101604117 34
824000 825000 0.5195691282051296 40
825000 826000 0.7967105434782618 24
