start end zns site_count
640000 641000 0 0
641000 642000 0 0
642000 643000 0 0
643000 644000 0 0
644000 645000 0 0
645000 646000 0 0
646000 647000 0 0
647000 648000 0 0
648000 649000 0 0
649000 650000 0 0
650000 651000 0 0
651000 652000 0 0
652000 653000 0 0
653000 654000 0 0
654000 655000 0 0
655000 656000 0 0
656000 657000 0 0
657000 658000 0.29212333333333335 4
658000 659000 0 0
659000 660000 0.16039666666666666 4
660000 661000 0 0
661000 662000 0.3877533333333334 3
662000 663000 1.0 3
663000 664000 0 0
664000 665000 0 0
665000 666000 0 0
666000 667000 0 0
667000 668000 0 0
668000 669000 0 0
669000 670000 0 0
670000 671000 0 0
671000 672000 0 0
672000 673000 0 0
673000 674000 0 0
674000 675000 0 0
675000 676000 0 0
676000 677000 0 0
677000 678000 0 0
678000 679000 0 0
679000 680000 0 0
680000 681000 0 0
681000 682000 0 0
682000 683000 0 0
683000 684000 0 0
684000 685000 0 0
685000 686000 0 0
686000 687000 0 0
687000 688000 0 0
688000 689000 0 0
689000 690000 0 0
690000 691000 0 0
691000 692000 0 0
692000 693000 0 0
693000 694000 0 0
694000 695000 0 0
695000 696000 0 0
696000 697000 0 0
697000 698000 0 0
698000 699000 0 0
699000 700000 0 0
700000 701000 0 0
701000 702000 0 0
702000 703000 0 0
703000 704000 0 0
704000 705000 0 0
705000 706000 0 0
706000 707000 0 0
707000 708000 0 0
708000 709000 0 0
709000 710000 0 0
710000 711000 0 0
711000 712000 0 0
712000 713000 0 0
713000 714000 0 0
714000 715000 0 0
715000 716000 0 0
716000 717000 0 0
717000 718000 0 0
718000 719000 0 0
719000 720000 0 0
720000 721000 0 0
721000 722000 0 0
722000 723000 0 0
723000 724000 0 0
724000 725000 0 0
725000 726000 0 0
726000 727000 0 0
727000 728000 0 0
728000 729000 0 0
729000 730000 0 0
730000 731000 0 0
731000 732000 0 0
732000 733000 0 0
733000 734000 0 0
734000 735000 0 0
735000 736000 0 0
736000 737000 0 0
737000 738000 0 0
738000 739000 0 0
739000 740000 0 0
740000 741000 0 0
741000 742000 0 0
742000 743000 0 0
743000 744000 0 0
744000 745000 0 0
745000 746000 0 0
746000 747000 1.0 6
747000 748000 0.4594713563218381 30
748000 749000 0 0
749000 750000 0 0
750000 751000 0 0
751000 752000 0 0
752000 753000 0 0
753000 754000 0 0
754000 755000 0 0
755000 756000 0 0
756000 757000 0 0
757000 758000 0 0
758000 759000 0 0
759000 760000 0 0
760000 761000 0 0
761000 762000 0 0
762000 763000 0 0
763000 764000 0 0
764000 765000 0 0
765000 766000 0 0
766000 767000 0 0
767000 768000 0 0
768000 769000 0 0
769000 770000 0 0
770000 771000 0 0
771000 772000 0 0
772000 773000 0 0
773000 774000 0 0
774000 775000 0 0
775000 776000 0 0
776000 777000 0 0
777000 778000 0 0
778000 779000 0 0
779000 780000 0 0
780000 781000 0 0
781000 782000 1.0 11
782000 783000 0 0
783000 784000 0 0
784000 785000 0 0
785000 786000 0 0
786000 787000 0 0
787000 788000 0 0
788000 789000 0 0
789000 790000 0 0
790000 791000 0 0
791000 792000 0 0
792000 793000 0 0
793000 794000 0 0
794000 795000 0 0
795000 796000 0 0
796000 797000 0 0
797000 798000 1.0 7
798000 799000 0 0
799000 800000 0 0
800000 801000 0 0
801000 802000 0 0
802000 803000 0 0
803000 804000 0 0
804000 805000 0 0
805000 806000 0 0
806000 807000 0.34722166666666665 4
807000 808000 0.32466666666666666 10
808000 809000 0.375 2
809000 810000 0.24177799999999997 6
810000 811000 0.33333 2
811000 812000 0 0
812000 813000 0 0
813000 814000 0.12755 2
814000 815000 0.44432535714285715 8
815000 816000 0.5953953333333333 6
816000 817000 0.7999990000000001 5
817000 818000 0 0
818000 819000 0 0
819000 820000 0 0
820000 821000 0.6000000000000001 5
